<DATE>    	 <TIME>  	 <OPEN>	 <HIGH>	 <LOW> 	 <CLOSE>	 <TICKVOL>	 <VOL>	 <SPREAD>
2025.05.05	 09:00:00	 2006.9	 2010.1	 2006.0	  2007.8	      1033	     0	        9
2025.05.05	 10:00:00	 2007.2	 2008.4	 2005.8	  2006.8	       963	     0	        9
2025.05.05	 11:00:00	 2006.7	 2009.9	 2004.1	  2005.7	      1146	     0	        9
2025.05.05	 12:00:00	 2005.7	 2010.3	 2004.6	  2009.0	      1023	     0	        9
2025.05.05	 13:00:00	 2008.8	 2010.7	 2007.6	  2010.2	       846	     0	        9
2025.05.05	 14:00:00	 2009.8	 2011.4	 2005.5	  2009.7	       861	     0	        9
2025.05.05	 15:00:00	 2009.7	 2010.7	 2006.6	  2010.3	      1144	     0	        9
2025.05.05	 16:00:00	 2010.2	 2014.1	 2002.4	  2010.9	      4833	     0	        8
2025.05.05	 17:00:00	 2011.0	 2024.0	 2008.0	  2023.6	      5857	     0	        8
2025.05.05	 18:00:00	 2023.4	 2024.9	 2019.2	  2022.7	      3458	     0	        8
2025.05.05	 19:00:00	 2022.8	 2024.8	 2021.1	  2023.7	      2358	     0	        8
2025.05.05	 20:00:00	 2023.6	 2025.3	 2018.6	  2023.4	      2370	     0	        8
2025.05.05	 21:00:00	 2023.2	 2027.1	 2021.5	  2021.8	      1695	     0	        8
2025.05.05	 22:00:00	 2021.7	 2023.1	 2010.6	  2011.0	      3311	     0	        8
2025.05.05	 23:00:00	 2011.7	 2012.2	 2008.6	  2011.3	       909	     0	        9
2025.05.06	 01:00:00	 2010.7	 2012.0	 2009.1	  2009.6	       357	     0	        3
2025.05.06	 02:00:00	 2009.5	 2010.5	 2008.6	  2008.9	       482	     0	        9
2025.05.06	 03:00:00	 2008.9	 2011.3	 2008.0	  2009.6	       730	     0	        9
2025.05.06	 04:00:00	 2009.6	 2011.3	 2007.7	  2008.7	       907	     0	        9
2025.05.06	 05:00:00	 2008.7	 2009.3	 2007.3	  2008.6	       658	     0	        9
2025.05.06	 06:00:00	 2008.5	 2010.2	 2006.8	  2010.1	       457	     0	        9
2025.05.06	 07:00:00	 2010.1	 2010.1	 2007.0	  2008.3	       365	     0	        9
2025.05.06	 08:00:00	 2008.4	 2008.5	 2003.2	  2003.9	       550	     0	        9
2025.05.06	 09:00:00	 2003.9	 2007.3	 2003.7	  2007.3	       693	     0	        9
2025.05.06	 10:00:00	 2007.2	 2008.0	 1997.1	  1997.2	      1127	     0	        9
2025.05.06	 11:00:00	 1997.2	 1997.2	 1990.7	  1994.5	      1444	     0	        9
2025.05.06	 12:00:00	 1994.7	 1995.0	 1988.7	  1992.2	      1367	     0	        9
2025.05.06	 13:00:00	 1992.1	 1996.2	 1991.1	  1996.2	      1001	     0	        9
2025.05.06	 14:00:00	 1996.4	 1998.4	 1988.9	  1991.8	      1360	     0	        9
2025.05.06	 15:00:00	 1991.9	 1993.9	 1988.5	  1993.5	      1468	     0	        9
2025.05.06	 16:00:00	 1993.4	 1996.9	 1977.5	  1984.6	      4864	     0	        8
2025.05.06	 17:00:00	 1984.5	 2001.5	 1984.3	  1997.9	      4928	     0	        8
2025.05.06	 18:00:00	 1997.9	 2004.3	 1996.9	  1998.8	      3224	     0	        8
2025.05.06	 19:00:00	 1998.7	 2007.4	 1986.6	  1987.2	      4881	     0	        8
2025.05.06	 20:00:00	 1987.4	 1992.4	 1982.9	  1984.0	      3968	     0	        8
2025.05.06	 21:00:00	 1985.3	 1995.0	 1984.5	  1994.5	      3125	     0	        8
2025.05.06	 22:00:00	 1994.3	 1997.3	 1991.3	  1992.6	      3272	     0	        8
2025.05.06	 23:00:00	 1989.2	 1989.7	 1978.3	  1983.4	      1702	     0	        9
2025.05.07	 01:00:00	 1996.2	 2013.0	 1994.7	  2006.3	      2219	     0	        9
2025.05.07	 02:00:00	 2006.3	 2007.0	 2002.5	  2005.0	      1143	     0	        9
2025.05.07	 03:00:00	 2005.0	 2011.2	 2002.7	  2009.4	      1298	     0	        9
2025.05.07	 04:00:00	 2009.5	 2011.4	 2007.3	  2008.9	      1155	     0	        9
2025.05.07	 05:00:00	 2009.1	 2009.1	 2003.3	  2004.8	      1061	     0	        9
2025.05.07	 06:00:00	 2004.8	 2006.6	 2004.7	  2005.3	       726	     0	        9
2025.05.07	 07:00:00	 2005.2	 2008.2	 2005.1	  2006.2	       517	     0	        9
2025.05.07	 08:00:00	 2006.4	 2006.4	 2001.6	  2002.5	       774	     0	        9
2025.05.07	 09:00:00	 2002.5	 2003.9	 2000.0	  2001.7	       953	     0	        9
2025.05.07	 10:00:00	 2001.4	 2004.8	 2000.9	  2003.7	      1153	     0	        9
2025.05.07	 11:00:00	 2003.6	 2007.8	 2002.2	  2007.8	      1004	     0	        9
2025.05.07	 12:00:00	 2007.7	 2010.1	 2005.7	  2007.8	       869	     0	        9
2025.05.07	 13:00:00	 2007.7	 2010.6	 2006.1	  2010.0	       866	     0	        9
2025.05.07	 14:00:00	 2009.4	 2010.3	 2004.4	  2007.4	       797	     0	        9
2025.05.07	 15:00:00	 2007.5	 2008.5	 2003.2	  2003.5	      1633	     0	        9
2025.05.07	 16:00:00	 2003.6	 2006.7	 1996.4	  2002.6	      5321	     0	        8
2025.05.07	 17:00:00	 2002.7	 2003.5	 1991.9	  1993.1	      4457	     0	        8
2025.05.07	 18:00:00	 1993.0	 2001.2	 1990.2	  1998.7	      4359	     0	        8
2025.05.07	 19:00:00	 1998.5	 2005.4	 1995.3	  2005.0	      3201	     0	        8
2025.05.07	 20:00:00	 2004.8	 2007.0	 1992.1	  1995.7	      3331	     0	        8
2025.05.07	 21:00:00	 1993.8	 2000.6	 1981.5	  1999.3	     10261	     0	        8
2025.05.07	 22:00:00	 1999.1	 2001.6	 1981.8	  1996.0	     10111	     0	        8
2025.05.07	 23:00:00	 1994.8	 1998.8	 1993.7	  1995.6	      1469	     0	        9
2025.05.08	 01:00:00	 1995.6	 1997.9	 1993.6	  1997.2	       576	     0	        9
2025.05.08	 02:00:00	 1997.3	 1998.8	 1994.5	  1995.1	       563	     0	        9
2025.05.08	 03:00:00	 1995.0	 2005.7	 1994.1	  2003.9	      1130	     0	        9
2025.05.08	 04:00:00	 2003.7	 2009.0	 2002.4	  2005.2	      1505	     0	        9
2025.05.08	 05:00:00	 2005.2	 2010.0	 2005.2	  2009.9	       807	     0	        9
2025.05.08	 06:00:00	 2009.8	 2016.2	 2009.5	  2015.5	       747	     0	        9
2025.05.08	 07:00:00	 2015.6	 2016.7	 2014.6	  2015.5	       605	     0	        9
2025.05.08	 08:00:00	 2015.4	 2015.8	 2012.5	  2013.2	       641	     0	        9
2025.05.08	 09:00:00	 2013.1	 2013.1	 2008.8	  2011.3	       782	     0	        9
2025.05.08	 10:00:00	 2011.2	 2017.4	 2009.8	  2014.0	      1136	     0	        9
2025.05.08	 11:00:00	 2014.0	 2022.6	 2013.4	  2022.0	       850	     0	        9
2025.05.08	 12:00:00	 2021.9	 2024.6	 2019.9	  2023.6	       729	     0	        9
2025.05.08	 13:00:00	 2023.7	 2027.1	 2022.8	  2026.6	       902	     0	        9
2025.05.08	 14:00:00	 2024.2	 2026.6	 2019.7	  2022.0	      1496	     0	        9
2025.05.08	 15:00:00	 2022.2	 2024.3	 2014.3	  2018.5	      2748	     0	        9
2025.05.08	 16:00:00	 2018.6	 2021.7	 2009.1	  2011.8	      5004	     0	        8
2025.05.08	 17:00:00	 2012.0	 2019.9	 2003.4	  2006.6	      6406	     0	        8
2025.05.08	 18:00:00	 2006.7	 2042.2	 2004.2	  2037.1	      5966	     0	        8
2025.05.08	 19:00:00	 2037.0	 2048.6	 2036.4	  2047.6	      3771	     0	        8
2025.05.08	 20:00:00	 2047.5	 2047.8	 2038.9	  2039.5	      3520	     0	        8
2025.05.08	 21:00:00	 2039.6	 2045.7	 2037.3	  2041.7	      3166	     0	        8
2025.05.08	 22:00:00	 2041.6	 2046.9	 2032.5	  2033.8	      4388	     0	        8
2025.05.08	 23:00:00	 2033.7	 2037.0	 2031.5	  2032.7	      1033	     0	        9
2025.05.09	 01:00:00	 2030.8	 2030.8	 2028.1	  2029.6	       612	     0	        9
2025.05.09	 02:00:00	 2029.4	 2029.8	 2025.6	  2026.4	       749	     0	        9
2025.05.09	 03:00:00	 2026.3	 2026.7	 2021.0	  2024.5	      1022	     0	        9
2025.05.09	 04:00:00	 2024.6	 2027.4	 2023.6	  2027.2	       644	     0	        9
2025.05.09	 05:00:00	 2027.2	 2033.3	 2026.2	  2029.9	       653	     0	        9
2025.05.09	 06:00:00	 2029.6	 2031.1	 2026.5	  2030.6	       850	     0	        9
2025.05.09	 07:00:00	 2030.7	 2032.5	 2029.1	  2031.9	       536	     0	        9
2025.05.09	 08:00:00	 2031.9	 2032.1	 2029.1	  2030.8	       795	     0	        9
2025.05.09	 09:00:00	 2031.1	 2031.9	 2027.7	  2028.8	       844	     0	        9
2025.05.09	 10:00:00	 2028.6	 2030.6	 2025.7	  2028.1	      1192	     0	        9
2025.05.09	 11:00:00	 2028.2	 2029.5	 2024.1	  2028.0	      1019	     0	        9
2025.05.09	 12:00:00	 2027.9	 2030.4	 2026.3	  2030.1	       746	     0	        9
2025.05.09	 13:00:00	 2030.1	 2037.6	 2029.9	  2034.9	       779	     0	        9
2025.05.09	 14:00:00	 2034.7	 2040.6	 2025.8	  2035.2	      1867	     0	        9
2025.05.09	 15:00:00	 2035.3	 2040.2	 2032.7	  2035.9	      2219	     0	        9
2025.05.09	 16:00:00	 2036.0	 2043.4	 2033.1	  2041.8	      5156	     0	        8
2025.05.09	 17:00:00	 2041.6	 2043.4	 2024.1	  2031.9	      5686	     0	        8
2025.05.09	 18:00:00	 2031.8	 2033.8	 2025.0	  2027.8	      4254	     0	        8
2025.05.09	 19:00:00	 2027.9	 2028.0	 2020.0	  2022.3	      3807	     0	        8
2025.05.09	 20:00:00	 2022.4	 2032.5	 2021.9	  2031.1	      3225	     0	        8
2025.05.09	 21:00:00	 2031.2	 2031.7	 2026.9	  2030.8	      2384	     0	        8
2025.05.09	 22:00:00	 2030.6	 2033.0	 2027.0	  2028.9	      3113	     0	        8
2025.05.09	 23:00:00	 2028.9	 2032.4	 2028.0	  2032.3	      1000	     0	        9
2025.05.12	 01:00:00	 2062.4	 2065.1	 2053.9	  2058.9	      1581	     0	        9
2025.05.12	 02:00:00	 2058.9	 2073.4	 2058.5	  2068.0	      1403	     0	        9
2025.05.12	 03:00:00	 2068.0	 2070.7	 2065.7	  2066.1	      1317	     0	        9
2025.05.12	 04:00:00	 2066.2	 2074.9	 2065.7	  2072.0	      1004	     0	        9
2025.05.12	 05:00:00	 2072.0	 2072.6	 2068.7	  2069.7	       589	     0	        9
2025.05.12	 06:00:00	 2069.7	 2069.9	 2067.3	  2069.3	       462	     0	        9
2025.05.12	 07:00:00	 2069.2	 2070.1	 2068.9	  2069.3	       316	     0	        9
2025.05.12	 08:00:00	 2069.4	 2071.0	 2068.2	  2069.9	       463	     0	        9
2025.05.12	 09:00:00	 2069.9	 2075.7	 2068.8	  2073.7	       807	     0	        9
2025.05.12	 10:00:00	 2073.2	 2139.5	 2072.5	  2107.6	      4049	     0	        9
2025.05.12	 11:00:00	 2107.5	 2108.8	 2091.3	  2092.7	      2493	     0	        9
2025.05.12	 12:00:00	 2092.8	 2118.9	 2092.3	  2117.3	      1546	     0	        9
2025.05.12	 13:00:00	 2117.2	 2132.0	 2113.2	  2131.6	      2058	     0	        9
2025.05.12	 14:00:00	 2131.2	 2131.2	 2118.0	  2118.6	      2351	     0	        9
2025.05.12	 15:00:00	 2118.9	 2124.4	 2112.3	  2113.4	      1948	     0	        9
2025.05.12	 16:00:00	 2113.4	 2118.5	 2103.6	  2105.0	      9108	     0	        8
2025.05.12	 17:00:00	 2104.9	 2109.8	 2079.2	  2087.3	      7922	     0	        8
2025.05.12	 18:00:00	 2087.4	 2090.1	 2081.8	  2084.8	      4970	     0	        8
2025.05.12	 19:00:00	 2084.8	 2100.6	 2083.8	  2100.2	      3089	     0	        8
2025.05.12	 20:00:00	 2100.1	 2106.7	 2099.2	  2100.1	      3319	     0	        8
2025.05.12	 21:00:00	 2100.2	 2102.8	 2097.1	  2098.1	      2915	     0	        8
2025.05.12	 22:00:00	 2098.2	 2102.8	 2096.5	  2100.9	      3824	     0	        8
2025.05.12	 23:00:00	 2100.8	 2105.0	 2099.9	  2101.6	       996	     0	        9
2025.05.13	 01:00:00	 2100.0	 2102.0	 2097.0	  2097.2	       703	     0	        9
2025.05.13	 02:00:00	 2097.3	 2101.1	 2095.3	  2095.3	       591	     0	        9
2025.05.13	 03:00:00	 2095.2	 2095.5	 2090.6	  2090.8	      1040	     0	        9
2025.05.13	 04:00:00	 2090.7	 2092.2	 2089.7	  2091.2	       884	     0	        9
2025.05.13	 05:00:00	 2091.2	 2092.8	 2088.5	  2089.9	       715	     0	        9
2025.05.13	 06:00:00	 2089.8	 2090.2	 2087.3	  2088.4	       561	     0	        9
2025.05.13	 07:00:00	 2088.5	 2089.4	 2086.4	  2087.9	       556	     0	        9
2025.05.13	 08:00:00	 2087.9	 2090.0	 2087.3	  2089.9	       665	     0	        9
2025.05.13	 09:00:00	 2089.9	 2092.5	 2089.3	  2089.4	       831	     0	        9
2025.05.13	 10:00:00	 2089.7	 2092.9	 2088.2	  2090.2	      1306	     0	        9
2025.05.13	 11:00:00	 2090.3	 2096.1	 2089.5	  2090.6	       962	     0	        9
2025.05.13	 12:00:00	 2090.8	 2100.6	 2090.5	  2100.6	       900	     0	        9
2025.05.13	 13:00:00	 2100.6	 2101.3	 2097.9	  2099.0	       953	     0	        9
2025.05.13	 14:00:00	 2099.3	 2105.3	 2098.4	  2104.9	       980	     0	        9
2025.05.13	 15:00:00	 2105.0	 2118.9	 2103.1	  2112.3	      4199	     0	        9
2025.05.13	 16:00:00	 2112.0	 2115.8	 2105.3	  2105.5	      6210	     0	        8
2025.05.13	 17:00:00	 2105.6	 2111.5	 2100.9	  2107.5	      5455	     0	        8
2025.05.13	 18:00:00	 2107.3	 2114.9	 2105.2	  2112.1	      3733	     0	        8
2025.05.13	 19:00:00	 2112.2	 2115.3	 2107.2	  2110.5	      2961	     0	        8
2025.05.13	 20:00:00	 2110.7	 2115.5	 2108.4	  2110.4	      2743	     0	        8
2025.05.13	 21:00:00	 2110.5	 2115.5	 2108.9	  2114.8	      2745	     0	        8
2025.05.13	 22:00:00	 2114.9	 2117.9	 2107.7	  2108.0	      3037	     0	        8
2025.05.13	 23:00:00	 2108.1	 2108.6	 2103.7	  2104.7	       941	     0	        8
2025.05.14	 01:00:00	 2106.9	 2107.7	 2104.9	  2106.7	       423	     0	        9
2025.05.14	 02:00:00	 2106.8	 2108.7	 2105.8	  2107.4	       574	     0	        9
2025.05.14	 03:00:00	 2107.3	 2107.8	 2103.5	  2104.1	       730	     0	        9
2025.05.14	 04:00:00	 2104.1	 2104.4	 2101.5	  2102.5	       733	     0	        9
2025.05.14	 05:00:00	 2102.4	 2104.2	 2100.4	  2102.8	       440	     0	        9
2025.05.14	 06:00:00	 2102.7	 2105.0	 2102.6	  2104.8	       338	     0	        9
2025.05.14	 07:00:00	 2105.0	 2107.2	 2104.0	  2106.2	       386	     0	        9
2025.05.14	 08:00:00	 2106.2	 2106.9	 2104.3	  2104.5	       528	     0	        9
2025.05.14	 09:00:00	 2104.6	 2106.4	 2103.6	  2105.9	       637	     0	        9
2025.05.14	 10:00:00	 2106.2	 2107.3	 2100.5	  2103.3	      1144	     0	        9
2025.05.14	 11:00:00	 2103.3	 2105.0	 2100.8	  2101.6	      1150	     0	        9
2025.05.14	 12:00:00	 2101.9	 2104.1	 2099.6	  2102.0	      1176	     0	        9
2025.05.14	 13:00:00	 2102.0	 2102.7	 2099.4	  2101.5	       728	     0	        9
2025.05.14	 14:00:00	 2101.8	 2109.2	 2100.8	  2105.8	      1149	     0	        9
2025.05.14	 15:00:00	 2105.7	 2109.3	 2101.6	  2106.3	      1350	     0	        9
2025.05.14	 16:00:00	 2106.1	 2106.6	 2092.7	  2095.5	      5176	     0	        8
2025.05.14	 17:00:00	 2095.6	 2098.8	 2092.5	  2094.2	      5623	     0	        8
2025.05.14	 18:00:00	 2094.3	 2097.2	 2085.9	  2095.9	      3842	     0	        8
2025.05.14	 19:00:00	 2096.0	 2099.4	 2091.6	  2094.5	      2885	     0	        8
2025.05.14	 20:00:00	 2094.6	 2096.0	 2088.1	  2093.8	      3308	     0	        8
2025.05.14	 21:00:00	 2094.1	 2095.9	 2089.4	  2092.4	      2961	     0	        8
2025.05.14	 22:00:00	 2092.3	 2095.4	 2088.8	  2089.3	      3278	     0	        8
2025.05.14	 23:00:00	 2089.1	 2091.3	 2087.5	  2088.0	       880	     0	        9
2025.05.15	 01:00:00	 2087.6	 2088.2	 2084.1	  2085.3	       434	     0	        9
2025.05.15	 02:00:00	 2085.3	 2085.4	 2081.8	  2084.1	       630	     0	        9
2025.05.15	 03:00:00	 2084.0	 2088.6	 2084.0	  2088.0	       446	     0	        9
2025.05.15	 04:00:00	 2087.8	 2088.9	 2087.1	  2087.5	       511	     0	        9
2025.05.15	 05:00:00	 2087.6	 2089.0	 2085.7	  2088.3	       339	     0	        9
2025.05.15	 06:00:00	 2088.3	 2089.2	 2087.5	  2088.7	       315	     0	        9
2025.05.15	 07:00:00	 2088.8	 2089.1	 2088.1	  2088.9	       269	     0	        9
2025.05.15	 08:00:00	 2088.9	 2089.3	 2083.2	  2085.3	       533	     0	        9
2025.05.15	 09:00:00	 2083.2	 2088.4	 2082.6	  2086.6	       751	     0	        9
2025.05.15	 10:00:00	 2086.5	 2088.2	 2079.8	  2081.8	      1312	     0	        9
2025.05.15	 11:00:00	 2081.8	 2085.7	 2079.7	  2081.9	      1121	     0	        9
2025.05.15	 12:00:00	 2081.8	 2085.5	 2081.0	  2085.1	       916	     0	        9
2025.05.15	 13:00:00	 2084.9	 2084.9	 2081.1	  2083.8	       651	     0	        9
2025.05.15	 14:00:00	 2083.7	 2086.7	 2081.8	  2086.7	       766	     0	        9
2025.05.15	 15:00:00	 2086.3	 2093.1	 2081.7	  2086.1	      2587	     0	        9
2025.05.15	 16:00:00	 2085.9	 2091.5	 2080.8	  2083.1	      4017	     0	        8
2025.05.15	 17:00:00	 2083.2	 2086.0	 2074.3	  2082.6	      4385	     0	        8
2025.05.15	 18:00:00	 2082.5	 2094.4	 2082.0	  2094.2	      3128	     0	        8
2025.05.15	 19:00:00	 2094.1	 2097.4	 2091.3	  2097.1	      2419	     0	        8
2025.05.15	 20:00:00	 2097.1	 2100.0	 2095.4	  2097.2	      2376	     0	        8
2025.05.15	 21:00:00	 2097.3	 2099.8	 2095.5	  2098.7	      2985	     0	        8
2025.05.15	 22:00:00	 2098.8	 2103.1	 2096.4	  2102.5	      3496	     0	        8
2025.05.15	 23:00:00	 2102.7	 2105.9	 2101.7	  2104.1	       931	     0	        9
2025.05.16	 01:00:00	 2103.0	 2104.4	 2102.4	  2102.6	       429	     0	        9
2025.05.16	 02:00:00	 2102.5	 2104.5	 2102.4	  2103.9	       373	     0	        9
2025.05.16	 03:00:00	 2103.9	 2105.3	 2100.3	  2100.5	       672	     0	        9
2025.05.16	 04:00:00	 2100.5	 2101.2	 2099.0	  2101.1	       710	     0	        9
2025.05.16	 05:00:00	 2101.0	 2103.5	 2100.2	  2102.8	       478	     0	        9
2025.05.16	 06:00:00	 2102.7	 2103.7	 2102.3	  2103.1	       311	     0	        9
2025.05.16	 07:00:00	 2103.0	 2103.7	 2102.5	  2102.6	       285	     0	        9
2025.05.16	 08:00:00	 2102.6	 2102.8	 2101.1	  2101.9	       312	     0	        9
2025.05.16	 09:00:00	 2101.8	 2104.7	 2101.1	  2102.5	       544	     0	        9
2025.05.16	 10:00:00	 2102.3	 2105.0	 2101.5	  2104.0	       846	     0	        9
2025.05.16	 11:00:00	 2104.0	 2107.4	 2103.4	  2105.7	       732	     0	        9
2025.05.16	 12:00:00	 2105.6	 2112.8	 2105.4	  2111.9	       754	     0	        9
2025.05.16	 13:00:00	 2111.7	 2118.1	 2110.6	  2114.7	       667	     0	        9
2025.05.16	 14:00:00	 2114.3	 2116.9	 2113.8	  2116.0	       610	     0	        9
2025.05.16	 15:00:00	 2115.8	 2117.8	 2111.7	  2112.7	       950	     0	        9
2025.05.16	 16:00:00	 2112.8	 2113.8	 2098.3	  2109.0	      4106	     0	        8
2025.05.16	 17:00:00	 2109.1	 2109.1	 2097.8	  2102.9	      4822	     0	        8
2025.05.16	 18:00:00	 2102.9	 2107.6	 2101.9	  2107.3	      2865	     0	        8
2025.05.16	 19:00:00	 2107.3	 2114.0	 2107.0	  2112.4	      2094	     0	        8
2025.05.16	 20:00:00	 2112.4	 2117.8	 2111.0	  2114.5	      1864	     0	        8
2025.05.16	 21:00:00	 2114.5	 2120.4	 2114.1	  2118.7	      1723	     0	        8
2025.05.16	 22:00:00	 2118.6	 2121.8	 2116.8	  2119.5	      2394	     0	        8
2025.05.16	 23:00:00	 2119.2	 2119.5	 2101.9	  2107.1	      1320	     0	        9
2025.05.19	 01:00:00	 2101.8	 2104.2	 2098.6	  2104.0	      1043	     0	        9
2025.05.19	 02:00:00	 2104.1	 2107.7	 2102.8	  2104.3	       684	     0	        9
2025.05.19	 03:00:00	 2104.5	 2104.7	 2098.4	  2101.2	      1177	     0	        9
2025.05.19	 04:00:00	 2101.1	 2104.1	 2100.7	  2101.2	       895	     0	        9
2025.05.19	 05:00:00	 2101.3	 2103.9	 2100.4	  2100.7	       757	     0	        9
2025.05.19	 06:00:00	 2100.5	 2100.9	 2094.3	  2095.1	       811	     0	        9
2025.05.19	 07:00:00	 2095.1	 2096.1	 2094.1	  2094.7	       584	     0	        9
2025.05.19	 08:00:00	 2094.6	 2097.4	 2094.3	  2096.5	       711	     0	        9
2025.05.19	 09:00:00	 2096.5	 2098.6	 2091.7	  2092.6	      1041	     0	        9
2025.05.19	 10:00:00	 2092.9	 2095.9	 2091.2	  2091.2	      1413	     0	        9
2025.05.19	 11:00:00	 2091.6	 2091.9	 2081.6	  2084.4	      1338	     0	        9
2025.05.19	 12:00:00	 2084.7	 2087.1	 2082.4	  2084.0	      1037	     0	        9
2025.05.19	 13:00:00	 2084.1	 2090.5	 2081.5	  2089.5	       964	     0	        9
2025.05.19	 14:00:00	 2089.4	 2091.9	 2086.8	  2090.5	      1117	     0	        9
2025.05.19	 15:00:00	 2090.6	 2091.7	 2085.5	  2089.6	      1434	     0	        9
2025.05.19	 16:00:00	 2089.4	 2096.5	 2082.3	  2091.5	      4790	     0	        8
2025.05.19	 17:00:00	 2091.6	 2101.1	 2091.1	  2095.2	      3713	     0	        8
2025.05.19	 18:00:00	 2095.3	 2101.3	 2095.2	  2099.4	      2634	     0	        8
2025.05.19	 19:00:00	 2099.4	 2106.6	 2099.2	  2105.6	      1960	     0	        8
2025.05.19	 20:00:00	 2105.5	 2108.8	 2103.9	  2103.9	      2376	     0	        8
2025.05.19	 21:00:00	 2104.1	 2106.5	 2101.8	  2104.3	      2147	     0	        8
2025.05.19	 22:00:00	 2104.4	 2110.7	 2102.3	  2109.1	      2874	     0	        8
2025.05.19	 23:00:00	 2109.3	 2109.9	 2105.7	  2108.8	       768	     0	        8
2025.05.20	 01:00:00	 2107.1	 2109.2	 2106.9	  2108.0	       383	     0	        9
2025.05.20	 02:00:00	 2107.9	 2112.2	 2106.8	  2109.9	       601	     0	        9
2025.05.20	 03:00:00	 2110.0	 2111.6	 2108.1	  2108.1	       730	     0	        9
2025.05.20	 04:00:00	 2108.0	 2108.0	 2100.8	  2102.3	       934	     0	        9
2025.05.20	 05:00:00	 2102.4	 2103.5	 2101.4	  2102.1	       614	     0	        9
2025.05.20	 06:00:00	 2102.1	 2102.7	 2100.7	  2101.0	       526	     0	        9
2025.05.20	 07:00:00	 2101.1	 2102.2	 2100.6	  2101.7	       512	     0	        9
2025.05.20	 08:00:00	 2101.6	 2104.7	 2099.3	  2099.3	       719	     0	        9
2025.05.20	 09:00:00	 2099.5	 2100.1	 2097.3	  2099.9	       886	     0	        9
2025.05.20	 10:00:00	 2099.8	 2102.5	 2097.7	  2100.8	      1044	     0	        9
2025.05.20	 11:00:00	 2100.6	 2102.6	 2098.7	  2101.3	       868	     0	        9
2025.05.20	 12:00:00	 2101.4	 2103.9	 2100.5	  2101.2	       746	     0	        9
2025.05.20	 13:00:00	 2101.3	 2104.5	 2100.1	  2104.3	       727	     0	        9
2025.05.20	 14:00:00	 2104.1	 2108.4	 2102.9	  2108.0	       847	     0	        9
2025.05.20	 15:00:00	 2107.9	 2111.1	 2104.6	  2107.1	      1862	     0	        9
2025.05.20	 16:00:00	 2107.0	 2109.2	 2099.0	  2103.0	      3862	     0	        8
2025.05.20	 17:00:00	 2103.2	 2112.8	 2102.6	  2106.8	      3412	     0	        8
2025.05.20	 18:00:00	 2106.6	 2112.4	 2105.5	  2110.5	      2564	     0	        8
2025.05.20	 19:00:00	 2110.4	 2112.4	 2106.6	  2112.3	      2073	     0	        8
2025.05.20	 20:00:00	 2112.3	 2117.1	 2111.9	  2116.1	      2105	     0	        8
2025.05.20	 21:00:00	 2116.2	 2117.0	 2105.7	  2106.7	      3195	     0	        8
2025.05.20	 22:00:00	 2106.8	 2111.6	 2101.6	  2110.4	      3038	     0	        8
2025.05.20	 23:00:00	 2110.5	 2111.0	 2107.6	  2109.2	       761	     0	        9
2025.05.21	 01:00:00	 2109.1	 2109.8	 2102.1	  2107.0	       945	     0	        9
2025.05.21	 02:00:00	 2107.0	 2110.1	 2106.8	  2110.1	       484	     0	        9
2025.05.21	 03:00:00	 2110.2	 2110.9	 2107.9	  2108.8	       826	     0	        9
2025.05.21	 04:00:00	 2108.8	 2109.5	 2105.0	  2106.2	       743	     0	        9
2025.05.21	 05:00:00	 2106.1	 2106.5	 2103.4	  2103.9	       628	     0	        9
2025.05.21	 06:00:00	 2103.8	 2104.7	 2102.4	  2104.1	       443	     0	        9
2025.05.21	 07:00:00	 2104.1	 2104.3	 2102.3	  2102.9	       438	     0	        9
2025.05.21	 08:00:00	 2103.0	 2104.8	 2098.3	  2100.4	       624	     0	        9
2025.05.21	 09:00:00	 2098.4	 2101.0	 2096.1	  2097.0	      1335	     0	        9
2025.05.21	 10:00:00	 2097.4	 2099.6	 2096.7	  2098.8	       970	     0	        9
2025.05.21	 11:00:00	 2099.0	 2099.5	 2091.3	  2093.9	       861	     0	        9
2025.05.21	 12:00:00	 2094.2	 2094.9	 2089.0	  2089.8	       942	     0	        9
2025.05.21	 13:00:00	 2089.9	 2090.6	 2084.3	  2089.6	      1073	     0	        9
2025.05.21	 14:00:00	 2089.5	 2095.6	 2089.2	  2092.2	       950	     0	        9
2025.05.21	 15:00:00	 2092.1	 2092.5	 2085.6	  2087.7	      1370	     0	        9
2025.05.21	 16:00:00	 2087.8	 2093.7	 2080.9	  2089.8	      4386	     0	        8
2025.05.21	 17:00:00	 2089.7	 2095.1	 2081.9	  2088.4	      4559	     0	        8
2025.05.21	 18:00:00	 2088.3	 2092.6	 2086.2	  2089.0	      3271	     0	        8
2025.05.21	 19:00:00	 2088.9	 2091.5	 2087.1	  2087.5	      2584	     0	        8
2025.05.21	 20:00:00	 2087.6	 2088.9	 2053.5	  2062.1	     10115	     0	        8
2025.05.21	 21:00:00	 2062.2	 2063.5	 2053.5	  2054.2	      6137	     0	        8
2025.05.21	 22:00:00	 2054.3	 2059.1	 2047.1	  2051.0	      6271	     0	        8
2025.05.21	 23:00:00	 2050.9	 2051.8	 2048.7	  2051.0	      1253	     0	        8
2025.05.22	 01:00:00	 2053.5	 2055.0	 2048.2	  2050.8	       836	     0	        9
